{4: 192, 6: 320, 8: 4416}
26,79,174,206,655,752,799,891
26,123,174,227,371,634,732,799
26,123,191,250,399,732,871,890
26,154,174,227,371,634,732,799
26,78,173,246,326,732,751,890
26,43,191,246,395,732,816,890
26,125,174,205,418,799,873,890
26,125,174,205,458,799,873,890
27,86,181,209,334,443,462,759
27,48,86,128,400,443,483,891
27,53,86,209,443,462,530,759
27,65,86,209,422,443,462,759
27,79,86,135,443,595,834,891
27,76,171,207,324,443,520,656
27,115,171,207,287,443,631,656
27,43,171,207,443,520,656,749
27,76,171,207,443,520,656,749
27,74,230,247,310,443,590,733
27,126,206,230,374,419,443,891
27,126,206,230,374,443,459,891
27,126,175,230,374,443,800,874
27,48,128,230,400,443,483,891
27,86,209,230,443,462,483,759
27,99,230,255,271,443,543,568
27,99,155,230,443,543,615,733
27,177,230,255,443,568,637,876
27,50,206,230,443,679,756,891
27,107,128,230,400,443,716,891
27,138,230,255,443,568,598,716
27,51,207,230,443,656,757,851
27,103,207,230,351,443,656,851
27,103,230,247,396,443,733,851
27,103,230,247,443,500,733,851
27,65,124,233,377,462,568,576
27,65,124,233,377,462,576,733
27,65,155,233,377,462,733,854
27,65,79,252,462,595,738,891
27,65,178,206,462,756,877,891
27,82,209,255,462,568,598,894
27,124,175,228,372,568,635,800
27,124,155,233,568,576,733,854
27,79,124,247,327,568,733,891
27,124,128,251,400,568,872,891
27,99,155,255,271,568,615,733
27,103,207,247,351,396,656,733
27,103,207,247,351,500,656,733
27,80,175,207,328,656,800,892
27,80,175,207,656,753,800,892
27,124,175,228,372,635,733,800
27,124,128,251,400,733,872,891
27,155,175,228,372,635,733,800
27,79,174,247,327,733,752,891
27,44,128,247,396,733,817,891
27,126,175,206,419,800,874,891
27,126,175,206,459,800,874,891
28,87,182,210,335,444,463,760
28,49,87,129,401,444,484,892
28,54,87,210,444,463,531,760
28,66,87,210,423,444,463,760
28,80,87,136,444,596,835,892
28,77,172,208,325,444,521,657
28,116,172,208,288,444,632,657
28,44,172,208,444,521,657,750
28,77,172,208,444,521,657,750
28,75,231,248,311,444,591,734
28,127,207,231,375,420,444,892
28,127,207,231,375,444,460,892
28,127,176,231,375,444,801,875
28,49,129,231,401,444,484,892
28,87,210,231,444,463,484,760
28,100,192,231,272,444,544,569
28,100,156,231,444,544,616,734
28,178,192,231,444,569,638,877
28,51,207,231,444,680,757,892
28,108,129,231,401,444,717,892
28,139,192,231,444,569,599,717
28,52,208,231,444,657,758,852
28,104,208,231,352,444,657,852
28,104,231,248,397,444,734,852
28,104,231,248,444,501,734,852
28,66,125,234,378,463,569,577
28,66,125,234,378,463,577,734
28,66,156,234,378,463,734,855
28,66,80,253,463,596,739,892
28,66,179,207,463,757,878,892
28,83,192,210,463,569,599,895
28,125,176,229,373,569,636,801
28,125,156,234,569,577,734,855
28,80,125,248,328,569,734,892
28,125,129,252,401,569,873,892
28,100,156,192,272,569,616,734
28,104,208,248,352,397,657,734
28,104,208,248,352,501,657,734
28,81,176,208,329,657,801,893
28,81,176,208,657,754,801,893
28,125,176,229,373,636,734,801
28,125,129,252,401,734,873,892
28,156,176,229,373,636,734,801
28,80,175,248,328,734,753,892
28,45,129,248,397,734,818,892
28,127,176,207,420,801,875,892
28,127,176,207,460,801,875,892
29,88,183,211,336,445,464,761
29,50,88,130,402,445,485,893
29,55,88,211,445,464,532,761
29,67,88,211,424,445,464,761
29,81,88,137,445,597,836,893
29,78,173,209,326,445,522,658
29,117,173,209,289,445,633,658
29,45,173,209,445,522,658,751
29,78,173,209,445,522,658,751
29,76,232,249,312,445,592,735
29,64,208,232,376,421,445,893
29,64,208,232,376,445,461,893
29,64,177,232,376,445,802,876
29,50,130,232,402,445,485,893
29,88,211,232,445,464,485,761
29,101,193,232,273,445,545,570
29,101,157,232,445,545,617,735
29,179,193,232,445,570,639,878
29,52,208,232,445,681,758,893
29,109,130,232,402,445,718,893
29,140,193,232,445,570,600,718
29,53,209,232,445,658,759,853
29,105,209,232,353,445,658,853
29,105,232,249,398,445,735,853
29,105,232,249,445,502,735,853
29,67,126,235,379,464,570,578
29,67,126,235,379,464,578,735
29,67,157,235,379,464,735,856
29,67,81,254,464,597,740,893
29,67,180,208,464,758,879,893
29,84,193,211,464,570,600,832
29,126,177,230,374,570,637,802
29,126,157,235,570,578,735,856
29,81,126,249,329,570,735,893
29,126,130,253,402,570,874,893
29,101,157,193,273,570,617,735
29,105,209,249,353,398,658,735
29,105,209,249,353,502,658,735
29,82,177,209,330,658,802,894
29,82,177,209,658,755,802,894
29,126,177,230,374,637,735,802
29,126,130,253,402,735,874,893
29,157,177,230,374,637,735,802
29,81,176,249,329,735,754,893
29,46,130,249,398,735,819,893
29,64,177,208,421,802,876,893
29,64,177,208,461,802,876,893
30,89,184,212,337,446,465,762
30,51,89,131,403,446,486,894
30,56,89,212,446,465,533,762
30,68,89,212,425,446,465,762
30,82,89,138,446,598,837,894
30,79,174,210,327,446,523,659
30,118,174,210,290,446,634,659
30,46,174,210,446,523,659,752
30,79,174,210,446,523,659,752
30,77,233,250,313,446,593,736
30,65,209,233,377,422,446,894
30,65,209,233,377,446,462,894
30,65,178,233,377,446,803,877
30,51,131,233,403,446,486,894
30,89,212,233,446,465,486,762
30,102,194,233,274,446,546,571
30,102,158,233,446,546,618,736
30,180,194,233,446,571,576,879
30,53,209,233,446,682,759,894
30,110,131,233,403,446,719,894
30,141,194,233,446,571,601,719
30,54,210,233,446,659,760,854
30,106,210,233,354,446,659,854
30,106,233,250,399,446,736,854
30,106,233,250,446,503,736,854
30,68,127,236,380,465,571,579
30,68,127,236,380,465,579,736
30,68,158,236,380,465,736,857
30,68,82,255,465,598,741,894
30,68,181,209,465,759,880,894
30,85,194,212,465,571,601,833
30,127,178,231,375,571,638,803
30,127,158,236,571,579,736,857
30,82,127,250,330,571,736,894
30,127,131,254,403,571,875,894
30,102,158,194,274,571,618,736
30,106,210,250,354,399,659,736
30,106,210,250,354,503,659,736
30,83,178,210,331,659,803,895
30,83,178,210,659,756,803,895
30,127,178,231,375,638,736,803
30,127,131,254,403,736,875,894
30,158,178,231,375,638,736,803
30,82,177,250,330,736,755,894
30,47,131,250,399,736,820,894
30,65,178,209,422,803,877,894
30,65,178,209,462,803,877,894
31,90,185,213,338,447,466,763
31,52,90,132,404,447,487,895
31,57,90,213,447,466,534,763
31,69,90,213,426,447,466,763
31,83,90,139,447,599,838,895
31,80,175,211,328,447,524,660
31,119,175,211,291,447,635,660
31,47,175,211,447,524,660,753
31,80,175,211,447,524,660,753
31,78,234,251,314,447,594,737
31,66,210,234,378,423,447,895
31,66,210,234,378,447,463,895
31,66,179,234,378,447,804,878
31,52,132,234,404,447,487,895
31,90,213,234,447,466,487,763
31,103,195,234,275,447,547,572
31,103,159,234,447,547,619,737
31,181,195,234,447,572,577,880
31,54,210,234,447,683,760,895
31,111,132,234,404,447,720,895
31,142,195,234,447,572,602,720
31,55,211,234,447,660,761,855
31,107,211,234,355,447,660,855
31,107,234,251,400,447,737,855
31,107,234,251,447,504,737,855
31,64,69,237,381,466,572,580
31,64,69,237,381,466,580,737
31,69,159,237,381,466,737,858
31,69,83,192,466,599,742,895
31,69,182,210,466,760,881,895
31,86,195,213,466,572,602,834
31,64,179,232,376,572,639,804
31,64,159,237,572,580,737,858
31,64,83,251,331,572,737,895
31,64,132,255,404,572,876,895
31,103,159,195,275,572,619,737
31,107,211,251,355,400,660,737
31,107,211,251,355,504,660,737
31,84,179,211,332,660,804,832
31,84,179,211,660,757,804,832
31,64,179,232,376,639,737,804
31,64,132,255,404,737,876,895
31,159,179,232,376,639,737,804
31,83,178,251,331,737,756,895
31,48,132,251,400,737,821,895
31,66,179,210,423,804,878,895
31,66,179,210,463,804,878,895
32,91,186,214,339,384,467,764
32,53,91,133,384,405,488,832
32,58,91,214,384,467,535,764
32,70,91,214,384,427,467,764
32,84,91,140,384,600,832,839
32,81,176,212,329,384,525,661
32,120,176,212,292,384,636,661
32,48,176,212,384,525,661,754
32,81,176,212,384,525,661,754
32,79,235,252,315,384,595,738
32,67,211,235,379,384,424,832
32,67,211,235,379,384,464,832
32,67,180,235,379,384,805,879
32,53,133,235,384,405,488,832
32,91,214,235,384,467,488,764
32,104,196,235,276,384,548,573
32,104,160,235,384,548,620,738
32,182,196,235,384,573,578,881
32,55,211,235,384,684,761,832
32,112,133,235,384,405,721,832
32,143,196,235,384,573,603,721
32,56,212,235,384,661,762,856
32,108,212,235,356,384,661,856
32,108,235,252,384,401,738,856
32,108,235,252,384,505,738,856
32,65,70,238,382,467,573,581
32,65,70,238,382,467,581,738
32,70,160,238,382,467,738,859
32,70,84,193,467,600,743,832
32,70,183,211,467,761,832,882
32,87,196,214,467,573,603,835
32,65,180,233,377,573,576,805
32,65,160,238,573,581,738,859
32,65,84,252,332,573,738,832
32,65,133,192,405,573,832,877
32,104,160,196,276,573,620,738
32,108,212,252,356,401,661,738
32,108,212,252,356,505,661,738
32,85,180,212,333,661,805,833
32,85,180,212,661,758,805,833
32,65,180,233,377,576,738,805
32,65,133,192,405,738,832,877
32,160,180,233,377,576,738,805
32,84,179,252,332,738,757,832
32,49,133,252,401,738,822,832
32,67,180,211,424,805,832,879
32,67,180,211,464,805,832,879
33,92,187,215,340,385,468,765
33,54,92,134,385,406,489,833
33,59,92,215,385,468,536,765
33,71,92,215,385,428,468,765
33,85,92,141,385,601,833,840
33,82,177,213,330,385,526,662
33,121,177,213,293,385,637,662
33,49,177,213,385,526,662,755
33,82,177,213,385,526,662,755
33,80,236,253,316,385,596,739
33,68,212,236,380,385,425,833
33,68,212,236,380,385,465,833
33,68,181,236,380,385,806,880
33,54,134,236,385,406,489,833
33,92,215,236,385,468,489,765
33,105,197,236,277,385,549,574
33,105,161,236,385,549,621,739
33,183,197,236,385,574,579,882
33,56,212,236,385,685,762,833
33,113,134,236,385,406,722,833
33,144,197,236,385,574,604,722
33,57,213,236,385,662,763,857
33,109,213,236,357,385,662,857
33,109,236,253,385,402,739,857
33,109,236,253,385,506,739,857
33,66,71,239,383,468,574,582
33,66,71,239,383,468,582,739
33,71,161,239,383,468,739,860
33,71,85,194,468,601,744,833
33,71,184,212,468,762,833,883
33,88,197,215,468,574,604,836
33,66,181,234,378,574,577,806
33,66,161,239,574,582,739,860
33,66,85,253,333,574,739,833
33,66,134,193,406,574,833,878
33,105,161,197,277,574,621,739
33,109,213,253,357,402,662,739
33,109,213,253,357,506,662,739
33,86,181,213,334,662,806,834
33,86,181,213,662,759,806,834
33,66,181,234,378,577,739,806
33,66,134,193,406,739,833,878
33,161,181,234,378,577,739,806
33,85,180,253,333,739,758,833
33,50,134,253,402,739,823,833
33,68,181,212,425,806,833,880
33,68,181,212,465,806,833,880
34,93,188,216,341,386,469,766
34,55,93,135,386,407,490,834
34,60,93,216,386,469,537,766
34,72,93,216,386,429,469,766
34,86,93,142,386,602,834,841
34,83,178,214,331,386,527,663
34,122,178,214,294,386,638,663
34,50,178,214,386,527,663,756
34,83,178,214,386,527,663,756
34,81,237,254,317,386,597,740
34,69,213,237,381,386,426,834
34,69,213,237,381,386,466,834
34,69,182,237,381,386,807,881
34,55,135,237,386,407,490,834
34,93,216,237,386,469,490,766
34,106,198,237,278,386,550,575
34,106,162,237,386,550,622,740
34,184,198,237,386,575,580,883
34,57,213,237,386,686,763,834
34,114,135,237,386,407,723,834
34,145,198,237,386,575,605,723
34,58,214,237,386,663,764,858
34,110,214,237,358,386,663,858
34,110,237,254,386,403,740,858
34,110,237,254,386,507,740,858
34,67,72,240,320,469,575,583
34,67,72,240,320,469,583,740
34,72,162,240,320,469,740,861
34,72,86,195,469,602,745,834
34,72,185,213,469,763,834,884
34,89,198,216,469,575,605,837
34,67,182,235,379,575,578,807
34,67,162,240,575,583,740,861
34,67,86,254,334,575,740,834
34,67,135,194,407,575,834,879
34,106,162,198,278,575,622,740
34,110,214,254,358,403,663,740
34,110,214,254,358,507,663,740
34,87,182,214,335,663,807,835
34,87,182,214,663,760,807,835
34,67,182,235,379,578,740,807
34,67,135,194,407,740,834,879
34,162,182,235,379,578,740,807
34,86,181,254,334,740,759,834
34,51,135,254,403,740,824,834
34,69,182,213,426,807,834,881
34,69,182,213,466,807,834,881
35,94,189,217,342,387,470,767
35,56,94,136,387,408,491,835
35,61,94,217,387,470,538,767
35,73,94,217,387,430,470,767
35,87,94,143,387,603,835,842
35,84,179,215,332,387,528,664
35,123,179,215,295,387,639,664
35,51,179,215,387,528,664,757
35,84,179,215,387,528,664,757
35,82,238,255,318,387,598,741
35,70,214,238,382,387,427,835
35,70,214,238,382,387,467,835
35,70,183,238,382,387,808,882
35,56,136,238,387,408,491,835
35,94,217,238,387,470,491,767
35,107,199,238,279,387,512,551
35,107,163,238,387,551,623,741
35,185,199,238,387,512,581,884
35,58,214,238,387,687,764,835
35,115,136,238,387,408,724,835
35,146,199,238,387,512,606,724
35,59,215,238,387,664,765,859
35,111,215,238,359,387,664,859
35,111,238,255,387,404,741,859
35,111,238,255,387,508,741,859
35,68,73,241,321,470,512,584
35,68,73,241,321,470,584,741
35,73,163,241,321,470,741,862
35,73,87,196,470,603,746,835
35,73,186,214,470,764,835,885
35,90,199,217,470,512,606,838
35,68,183,236,380,512,579,808
35,68,163,241,512,584,741,862
35,68,87,255,335,512,741,835
35,68,136,195,408,512,835,880
35,107,163,199,279,512,623,741
35,111,215,255,359,404,664,741
35,111,215,255,359,508,664,741
35,88,183,215,336,664,808,836
35,88,183,215,664,761,808,836
35,68,183,236,380,579,741,808
35,68,136,195,408,741,835,880
35,163,183,236,380,579,741,808
35,87,182,255,335,741,760,835
35,52,136,255,404,741,825,835
35,70,183,214,427,808,835,882
35,70,183,214,467,808,835,882
36,95,190,218,343,388,471,704
36,57,95,137,388,409,492,836
36,62,95,218,388,471,539,704
36,74,95,218,388,431,471,704
36,88,95,144,388,604,836,843
36,85,180,216,333,388,529,665
36,124,180,216,296,388,576,665
36,52,180,216,388,529,665,758
36,85,180,216,388,529,665,758
36,83,192,239,319,388,599,742
36,71,215,239,383,388,428,836
36,71,215,239,383,388,468,836
36,71,184,239,383,388,809,883
36,57,137,239,388,409,492,836
36,95,218,239,388,471,492,704
36,108,200,239,280,388,513,552
36,108,164,239,388,552,624,742
36,186,200,239,388,513,582,885
36,59,215,239,388,688,765,836
36,116,137,239,388,409,725,836
36,147,200,239,388,513,607,725
36,60,216,239,388,665,766,860
36,112,216,239,360,388,665,860
36,112,192,239,388,405,742,860
36,112,192,239,388,509,742,860
36,69,74,242,322,471,513,585
36,69,74,242,322,471,585,742
36,74,164,242,322,471,742,863
36,74,88,197,471,604,747,836
36,74,187,215,471,765,836,886
36,91,200,218,471,513,607,839
36,69,184,237,381,513,580,809
36,69,164,242,513,585,742,863
36,69,88,192,336,513,742,836
36,69,137,196,409,513,836,881
36,108,164,200,280,513,624,742
36,112,192,216,360,405,665,742
36,112,192,216,360,509,665,742
36,89,184,216,337,665,809,837
36,89,184,216,665,762,809,837
36,69,184,237,381,580,742,809
36,69,137,196,409,742,836,881
36,164,184,237,381,580,742,809
36,88,183,192,336,742,761,836
36,53,137,192,405,742,826,836
36,71,184,215,428,809,836,883
36,71,184,215,468,809,836,883
37,96,191,219,344,389,472,705
37,58,96,138,389,410,493,837
37,63,96,219,389,472,540,705
37,75,96,219,389,432,472,705
37,89,96,145,389,605,837,844
37,86,181,217,334,389,530,666
37,125,181,217,297,389,577,666
37,53,181,217,389,530,666,759
37,86,181,217,389,530,666,759
37,84,193,240,256,389,600,743
37,72,216,240,320,389,429,837
37,72,216,240,320,389,469,837
37,72,185,240,320,389,810,884
37,58,138,240,389,410,493,837
37,96,219,240,389,472,493,705
37,109,201,240,281,389,514,553
37,109,165,240,389,553,625,743
37,187,201,240,389,514,583,886
37,60,216,240,389,689,766,837
37,117,138,240,389,410,726,837
37,148,201,240,389,514,608,726
37,61,217,240,389,666,767,861
37,113,217,240,361,389,666,861
37,113,193,240,389,406,743,861
37,113,193,240,389,510,743,861
37,70,75,243,323,472,514,586
37,70,75,243,323,472,586,743
37,75,165,243,323,472,743,864
37,75,89,198,472,605,748,837
37,75,188,216,472,766,837,887
37,92,201,219,472,514,608,840
37,70,185,238,382,514,581,810
37,70,165,243,514,586,743,864
37,70,89,193,337,514,743,837
37,70,138,197,410,514,837,882
37,109,165,201,281,514,625,743
37,113,193,217,361,406,666,743
37,113,193,217,361,510,666,743
37,90,185,217,338,666,810,838
37,90,185,217,666,763,810,838
37,70,185,238,382,581,743,810
37,70,138,197,410,743,837,882
37,165,185,238,382,581,743,810
37,89,184,193,337,743,762,837
37,54,138,193,406,743,827,837
37,72,185,216,429,810,837,884
37,72,185,216,469,810,837,884
38,97,128,220,345,390,473,706
38,59,97,139,390,411,494,838
38,76,97,220,390,433,473,706
38,90,97,146,390,606,838,845
38,87,182,218,335,390,531,667
38,126,182,218,298,390,578,667
38,54,182,218,390,531,667,760
38,87,182,218,390,531,667,760
38,85,194,241,257,390,601,744
38,73,217,241,321,390,430,838
38,73,217,241,321,390,470,838
38,73,186,241,321,390,811,885
38,59,139,241,390,411,494,838
38,97,220,241,390,473,494,706
38,110,202,241,282,390,515,554
38,110,166,241,390,554,626,744
38,188,202,241,390,515,584,887
38,61,217,241,390,690,767,838
38,118,139,241,390,411,727,838
38,149,202,241,390,515,609,727
38,62,218,241,390,667,704,862
38,114,218,241,362,390,667,862
38,114,194,241,390,407,744,862
38,114,194,241,390,511,744,862
38,71,76,244,324,473,515,587
38,71,76,244,324,473,587,744
38,76,166,244,324,473,744,865
38,76,90,199,473,606,749,838
38,76,189,217,473,767,838,888
38,93,202,220,473,515,609,841
38,71,186,239,383,515,582,811
38,71,166,244,515,587,744,865
38,71,90,194,338,515,744,838
38,71,139,198,411,515,838,883
38,110,166,202,282,515,626,744
38,114,194,218,362,407,667,744
38,114,194,218,362,511,667,744
38,91,186,218,339,667,811,839
38,91,186,218,667,764,811,839
38,71,186,239,383,582,744,811
38,71,139,198,411,744,838,883
38,166,186,239,383,582,744,811
38,90,185,194,338,744,763,838
38,55,139,194,407,744,828,838
38,73,186,217,430,811,838,885
38,73,186,217,470,811,838,885
39,98,129,221,346,391,474,707
39,60,98,140,391,412,495,839
39,77,98,221,391,434,474,707
39,91,98,147,391,607,839,846
39,88,183,219,336,391,532,668
39,127,183,219,299,391,579,668
39,55,183,219,391,532,668,761
39,88,183,219,391,532,668,761
39,86,195,242,258,391,602,745
39,74,218,242,322,391,431,839
39,74,218,242,322,391,471,839
39,74,187,242,322,391,812,886
39,60,140,242,391,412,495,839
39,98,221,242,391,474,495,707
39,111,203,242,283,391,516,555
39,111,167,242,391,555,627,745
39,189,203,242,391,516,585,888
39,62,218,242,391,691,704,839
39,119,140,242,391,412,728,839
39,150,203,242,391,516,610,728
39,63,219,242,391,668,705,863
39,115,219,242,363,391,668,863
39,115,195,242,391,408,745,863
39,115,195,242,391,448,745,863
39,72,77,245,325,474,516,588
39,72,77,245,325,474,588,745
39,77,167,245,325,474,745,866
39,77,91,200,474,607,750,839
39,77,190,218,474,704,839,889
39,94,203,221,474,516,610,842
39,72,187,240,320,516,583,812
39,72,167,245,516,588,745,866
39,72,91,195,339,516,745,839
39,72,140,199,412,516,839,884
39,111,167,203,283,516,627,745
39,115,195,219,363,408,668,745
39,115,195,219,363,448,668,745
39,92,187,219,340,668,812,840
39,92,187,219,668,765,812,840
39,72,187,240,320,583,745,812
39,72,140,199,412,745,839,884
39,167,187,240,320,583,745,812
39,91,186,195,339,745,764,839
39,56,140,195,408,745,829,839
39,74,187,218,431,812,839,886
39,74,187,218,471,812,839,886
40,99,130,222,347,392,475,708
40,61,99,141,392,413,496,840
40,78,99,222,392,435,475,708
40,92,99,148,392,608,840,847
40,89,184,220,337,392,533,669
40,64,184,220,300,392,580,669
40,56,184,220,392,533,669,762
40,89,184,220,392,533,669,762
40,87,196,243,259,392,603,746
40,75,219,243,323,392,432,840
40,75,219,243,323,392,472,840
40,75,188,243,323,392,813,887
40,61,141,243,392,413,496,840
40,99,222,243,392,475,496,708
40,112,204,243,284,392,517,556
40,112,168,243,392,556,628,746
40,190,204,243,392,517,586,889
40,63,219,243,392,692,705,840
40,120,141,243,392,413,729,840
40,151,204,243,392,517,611,729
40,116,220,243,364,392,669,864
40,116,196,243,392,409,746,864
40,116,196,243,392,449,746,864
40,73,78,246,326,475,517,589
40,73,78,246,326,475,589,746
40,78,168,246,326,475,746,867
40,78,92,201,475,608,751,840
40,78,191,219,475,705,840,890
40,95,204,222,475,517,611,843
40,73,188,241,321,517,584,813
40,73,168,246,517,589,746,867
40,73,92,196,340,517,746,840
40,73,141,200,413,517,840,885
40,112,168,204,284,517,628,746
40,116,196,220,364,409,669,746
40,116,196,220,364,449,669,746
40,93,188,220,341,669,813,841
40,93,188,220,669,766,813,841
40,73,188,241,321,584,746,813
40,73,141,200,413,746,840,885
40,168,188,241,321,584,746,813
40,92,187,196,340,746,765,840
40,57,141,196,409,746,830,840
40,75,188,219,432,813,840,887
40,75,188,219,472,813,840,887
41,100,131,223,348,393,476,709
41,62,100,142,393,414,497,841
41,79,100,223,393,436,476,709
41,93,100,149,393,609,841,848
41,90,185,221,338,393,534,670
41,65,185,221,301,393,581,670
41,57,185,221,393,534,670,763
41,90,185,221,393,534,670,763
41,88,197,244,260,393,604,747
41,76,220,244,324,393,433,841
41,76,220,244,324,393,473,841
41,76,189,244,324,393,814,888
41,62,142,244,393,414,497,841
41,100,223,244,393,476,497,709
41,113,205,244,285,393,518,557
41,113,169,244,393,557,629,747
41,191,205,244,393,518,587,890
41,121,142,244,393,414,730,841
41,152,205,244,393,518,612,730
41,117,221,244,365,393,670,865
41,117,197,244,393,410,747,865
41,117,197,244,393,450,747,865
41,74,79,247,327,476,518,590
41,74,79,247,327,476,590,747
41,79,169,247,327,476,747,868
41,79,93,202,476,609,752,841
41,79,128,220,476,706,841,891
41,96,205,223,476,518,612,844
41,74,189,242,322,518,585,814
41,74,169,247,518,590,747,868
41,74,93,197,341,518,747,841
41,74,142,201,414,518,841,886
41,113,169,205,285,518,629,747
41,117,197,221,365,410,670,747
41,117,197,221,365,450,670,747
41,94,189,221,342,670,814,842
41,94,189,221,670,767,814,842
41,74,189,242,322,585,747,814
41,74,142,201,414,747,841,886
41,169,189,242,322,585,747,814
41,93,188,197,341,747,766,841
41,58,142,197,410,747,831,841
41,76,189,220,433,814,841,888
41,76,189,220,473,814,841,888
42,101,132,224,349,394,477,710
42,63,101,143,394,415,498,842
42,80,101,224,394,437,477,710
42,94,101,150,394,610,842,849
42,91,186,222,339,394,535,671
42,66,186,222,302,394,582,671
42,58,186,222,394,535,671,764
42,91,186,222,394,535,671,764
42,89,198,245,261,394,605,748
42,77,221,245,325,394,434,842
42,77,221,245,325,394,474,842
42,77,190,245,325,394,815,889
42,63,143,245,394,415,498,842
42,101,224,245,394,477,498,710
42,114,206,245,286,394,519,558
42,114,170,245,394,558,630,748
42,128,206,245,394,519,588,891
42,122,143,245,394,415,731,842
42,153,206,245,394,519,613,731
42,118,222,245,366,394,671,866
42,118,198,245,394,411,748,866
42,118,198,245,394,451,748,866
42,75,80,248,328,477,519,591
42,75,80,248,328,477,591,748
42,80,170,248,328,477,748,869
42,80,94,203,477,610,753,842
42,80,129,221,477,707,842,892
42,97,206,224,477,519,613,845
42,75,190,243,323,519,586,815
42,75,170,248,519,591,748,869
42,75,94,198,342,519,748,842
42,75,143,202,415,519,842,887
42,114,170,206,286,519,630,748
42,118,198,222,366,411,671,748
42,118,198,222,366,451,671,748
42,95,190,222,343,671,815,843
42,95,190,222,671,704,815,843
42,75,190,243,323,586,748,815
42,75,143,202,415,748,842,887
42,170,190,243,323,586,748,815
42,94,189,198,342,748,767,842
42,59,143,198,411,748,768,842
42,77,190,221,434,815,842,889
42,77,190,221,474,815,842,889
43,102,133,225,350,395,478,711
43,81,102,225,395,438,478,711
43,95,102,151,395,611,843,850
43,92,187,223,340,395,536,672
43,67,187,223,303,395,583,672
43,59,187,223,395,536,672,765
43,92,187,223,395,536,672,765
43,90,199,246,262,395,606,749
43,78,222,246,326,395,435,843
43,78,222,246,326,395,475,843
43,78,191,246,326,395,816,890
43,102,225,246,395,478,499,711
43,115,207,246,287,395,520,559
43,115,171,246,395,559,631,749
43,129,207,246,395,520,589,892
43,123,144,246,395,416,732,843
43,154,207,246,395,520,614,732
43,119,223,246,367,395,672,867
43,119,199,246,395,412,749,867
43,119,199,246,395,452,749,867
43,76,81,249,329,478,520,592
43,76,81,249,329,478,592,749
43,81,171,249,329,478,749,870
43,81,95,204,478,611,754,843
43,81,130,222,478,708,843,893
43,98,207,225,478,520,614,846
43,76,191,244,324,520,587,816
43,76,171,249,520,592,749,870
43,76,95,199,343,520,749,843
43,76,144,203,416,520,843,888
43,115,171,207,287,520,631,749
43,119,199,223,367,412,672,749
43,119,199,223,367,452,672,749
43,96,191,223,344,672,816,844
43,96,191,223,672,705,816,844
43,76,191,244,324,587,749,816
43,76,144,203,416,749,843,888
43,171,191,244,324,587,749,816
43,95,190,199,343,704,749,843
43,60,144,199,412,749,769,843
43,78,191,222,435,816,843,890
43,78,191,222,475,816,843,890
44,103,134,226,351,396,479,712
44,82,103,226,396,439,479,712
44,96,103,152,396,612,844,851
44,93,188,224,341,396,537,673
44,68,188,224,304,396,584,673
44,60,188,224,396,537,673,766
44,93,188,224,396,537,673,766
44,91,200,247,263,396,607,750
44,79,223,247,327,396,436,844
44,79,223,247,327,396,476,844
44,79,128,247,327,396,817,891
44,103,226,247,396,479,500,712
44,116,208,247,288,396,521,560
44,116,172,247,396,560,632,750
44,130,208,247,396,521,590,893
44,124,145,247,396,417,733,844
44,155,208,247,396,521,615,733
44,120,224,247,368,396,673,868
44,120,200,247,396,413,750,868
44,120,200,247,396,453,750,868
44,77,82,250,330,479,521,593
44,77,82,250,330,479,593,750
44,82,172,250,330,479,750,871
44,82,96,205,479,612,755,844
44,82,131,223,479,709,844,894
44,99,208,226,479,521,615,847
44,77,128,245,325,521,588,817
44,77,172,250,521,593,750,871
44,77,96,200,344,521,750,844
44,77,145,204,417,521,844,889
44,116,172,208,288,521,632,750
44,120,200,224,368,413,673,750
44,120,200,224,368,453,673,750
44,97,128,224,345,673,817,845
44,97,128,224,673,706,817,845
44,77,128,245,325,588,750,817
44,77,145,204,417,750,844,889
44,128,172,245,325,588,750,817
44,96,191,200,344,705,750,844
44,61,145,200,413,750,770,844
44,79,128,223,436,817,844,891
44,79,128,223,476,817,844,891
45,104,135,227,352,397,480,713
45,83,104,227,397,440,480,713
45,97,104,153,397,613,845,852
45,94,189,225,342,397,538,674
45,69,189,225,305,397,585,674
45,61,189,225,397,538,674,767
45,94,189,225,397,538,674,767
45,92,201,248,264,397,608,751
45,80,224,248,328,397,437,845
45,80,224,248,328,397,477,845
45,80,129,248,328,397,818,892
45,104,227,248,397,480,501,713
45,117,209,248,289,397,522,561
45,117,173,248,397,561,633,751
45,131,209,248,397,522,591,894
45,125,146,248,397,418,734,845
45,156,209,248,397,522,616,734
45,121,225,248,369,397,674,869
45,121,201,248,397,414,751,869
45,121,201,248,397,454,751,869
45,78,83,251,331,480,522,594
45,78,83,251,331,480,594,751
45,83,173,251,331,480,751,872
45,83,97,206,480,613,756,845
45,83,132,224,480,710,845,895
45,100,209,227,480,522,616,848
45,78,129,246,326,522,589,818
45,78,173,251,522,594,751,872
45,78,97,201,345,522,751,845
45,78,146,205,418,522,845,890
45,117,173,209,289,522,633,751
45,121,201,225,369,414,674,751
45,121,201,225,369,454,674,751
45,98,129,225,346,674,818,846
45,98,129,225,674,707,818,846
45,78,129,246,326,589,751,818
45,78,146,205,418,751,845,890
45,129,173,246,326,589,751,818
45,97,128,201,345,706,751,845
